campingsplatzname,left,right,geometry,Bundesland,Regierungsbezirk,Kreis,Typ,stations_id,distance_km
Wohnmobil Stellplatz,54.0824115,9.961208,POINT (1108876.602245883 7185779.520924256),Schleswig-Holstein,Schleswig-Holstein,Neumünster Städte,Kreisfreie Städte,1975,84.54
Ralfs Wohnmobilgruppen,53.89917999999999,10.3540901,POINT (1152612.037559675 7151085.268124252),Schleswig-Holstein,Schleswig-Holstein,Segeberg,Landkreise,1975,64.16
Frehse Kai Camping Ferienglück,54.0401393,10.7486773,POINT (1196537.2837372187 7177761.864956733),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,113.88
Camping Travemünde - Ivendorf,53.94196369999999,10.8441127,POINT (1207161.103868871 7159172.566436099),Schleswig-Holstein,Schleswig-Holstein,Lübeck Städte,Kreisfreie Städte,1975,111.26
Camping am See Inh. Claus-Peter Horstmann,54.04879049999999,10.458275,POINT (1164209.847576023 7179402.051150654),Schleswig-Holstein,Schleswig-Holstein,Segeberg,Landkreise,1975,93.86
Campingplatz Schierhorn,53.6642539,10.6647299,POINT (1187192.3019157993 7106824.6961472975),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise,1975,75.26
Camping Beautiful view,53.70799599999999,10.767187,POINT (1198597.7741159548 7115047.054080071),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise,1975,87.55
Ostseecamping Ferienpark Zierow KG,53.93475,11.37196,POINT (1265920.7965214753 7157808.3972960785),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise,1975,163.84
Regenbogen Boltenhagen,53.9806889,11.2163094,POINT (1248593.8509878078 7166499.8507956425),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise,1975,151.23
Touristik GmbH Liebeslaube Gramkow,53.93076310000001,11.2888374,POINT (1256667.6310160623 7157054.543377485),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise,1975,154.91
Campingplatz Ostseequelle GmbH,53.9290506,11.2704203,POINT (1254617.4488221735 7156730.761320201),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise,1975,152.88
Camping Porta del Sol,54.1632948,10.9998841,POINT (1224501.4967970264 7201143.232963987),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,150.31
Neues Mitglieder Erholungsheim e.V.,53.9533745,10.8888523,POINT (1212141.4933591657 7161330.922983189),Schleswig-Holstein,Schleswig-Holstein,Lübeck Städte,Kreisfreie Städte,1975,116.64
Womohafen Scharbeutzer Strand,54.0311342,10.7520425,POINT (1196911.896087636 7176054.9452122925),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,113.02
Baltic beach camping Scharbeutz GmbH,54.0353433,10.7471694,POINT (1196369.4250770514 7176852.735518148),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,113.15
Campingplatz Seepferdchen,54.0344551,10.741459,POINT (1195733.7462568255 7176684.3798959525),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,112.56
Campingpark Kühlungsborn - topcamping,54.15117309999999,11.7199565,POINT (1304659.5896993168 7198838.815298434),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Bad Doberan,Landkreise,1757,187.94
Camping Ostsee - Campingpark Rerik,54.1122281,11.6326126,POINT (1294936.5112274182 7191439.669119455),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Bad Doberan,Landkreise,1757,197.39
Caravan Krassow,53.8742058,11.5655284,POINT (1287468.732243144 7146368.283382598),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise,1975,181.03
See-Camping Neukloster - OHI GmbH,53.8641717,11.6966867,POINT (1302069.2074124557 7144473.892932216),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise,1975,194.78
Kanu Camp Hennig - Familie Hennig,53.7371105,11.8346914,POINT (1317431.820343534 7120524.549356789),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise,1757,187.61
Campingtour - MV - GmbH,54.03807390000001,11.5843065,POINT (1289559.1007732092 7177370.3350123735),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Bad Doberan,Landkreise,1975,193.04
Kanu Camp Westphal,53.8529336,11.982483,POINT (1333883.905999057 7142352.732329521),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise,1757,165.0
Canoe Club Bützow 52 e.V.,53.8528212,11.9801666,POINT (1333626.0455305835 7142331.520014332),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise,1757,165.25
Ferien-Camp Börgerende,54.1524866,11.9002147,POINT (1324725.8407346287 7199088.487986365),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Bad Doberan,Landkreise,1757,167.92
Caravanplatz am Tier Park,53.7922954,12.2151441,POINT (1359783.6211784598 7130917.254827015),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise,1757,144.48
Campingplatz am Krakower See,53.67035319999999,12.2741152,POINT (1366348.2540019793 7107970.690949756),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise,1757,149.48
Campingparadies Dahmen am Malchiner See Inh. Stefan Herrmann,53.66170930000001,12.5854276,POINT (1401003.391847611 7106346.641400712),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise,1757,122.8
Campingpark Seedorf,53.6803117,12.6306546,POINT (1406038.0384577184 7109842.14575445),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Demmin,Landkreise,1757,116.72
PEENEHOF KÖPPEN,53.88850669999999,12.678998,POINT (1411419.601128934 7149069.011121565),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise,1757,89.97
Klax Natur- und Umweltcamp,53.64052179999999,12.5901389,POINT (1401527.8513645853 7102367.259793596),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,125.11
Freizeit- und Wellnesscenter Tessin,54.0245255,12.4617554,POINT (1387236.2655183272 7174802.499079717),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Bad Doberan,Landkreise,1757,105.96
Zeltplatz,53.8510167,12.9543156,POINT (1442067.8161673602 7141990.979567531),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Demmin,Landkreise,1757,68.44
Campingpark Sommersdorf,53.79967929999999,12.8760783,POINT (1433358.4797703195 7132308.865831558),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Demmin,Landkreise,1757,81.41
Imbiss+Raststätte Zum Blitzer,53.5334896,12.785797,POINT (1423308.411426165 7082295.242132159),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,126.62
Kanustation Loitz - Amazon Camp,53.970929,13.136296,POINT (1462325.7816297163 7164652.515925766),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Demmin,Landkreise,1757,38.28
AMAZONAS - CAMPING / Loitz,53.970795,13.1367087,POINT (1462371.723183567 7164627.155677787),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Demmin,Landkreise,1757,38.26
Wasserwanderrastplatz Sophienhof,53.957779,13.1726893,POINT (1466377.0652540033 7162164.193584191),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Demmin,Landkreise,1757,36.93
"Campingplatz ""Zur hohlen Eiche""",53.4750898,12.8730767,POINT (1433024.3431867545 7071364.767856856),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,131.25
"Camping ""Ostseeblick"" Trassenheide",54.090132,13.885704,POINT (1545749.498586122 7187244.729449883),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,53.46
Wasserwanderrastplatz Anklam,53.85601459999999,13.6773669,POINT (1522557.5187007748 7142934.205964453),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,54.66
Naturcamping Lassan,53.9475007,13.8572655,POINT (1542583.7392471975 7160219.818046389),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,57.66
Hafen Zecherin,54.0777224,13.8068428,POINT (1536970.7099587754 7184889.749258151),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,44.8
Touristinformation,54.1163473,13.8303754,POINT (1539590.3470078174 7192221.945559),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,47.43
Campingplatz Pommernland,54.08250299999999,13.8991686,POINT (1547248.371001857 7185796.884340752),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,55.0
Mobilcamp Heringsdorf,53.9619404,14.1517425,POINT (1575364.7689375284 7162951.553899984),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,86.89
"Caravanstellplatz ""Am Wiesenrand""",53.94189000000001,14.17571,POINT (1578032.8188331162 7159158.627976089),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,90.59
Dünencamp Karlshagen,54.11769839999999,13.8449913,POINT (1541217.3815533028 7192478.549618059),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ostvorpommern,Landkreise,1757,49.07
Meergrün-Campingpark Olsdorf,54.3070016,8.6480369,POINT (962695.06406944 7228514.460608191),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,196.25
Campingplatz Biehl,54.33627779999999,8.6044556,POINT (957843.6159453313 7234102.285196246),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,3631,200.32
Campingplatz Amrum,54.62882490000001,8.3663268,POINT (931335.2391861179 7290159.296029952),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,3631,220.58
Camping SPO,54.3324243,8.619835000000002,POINT (959555.6429220375 7233366.556621634),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,3631,201.27
"Campingplatz , Ferienwohnungen Bauernhof Voß",54.33228339999999,8.622387699999997,POINT (959839.808186185 7233339.656629081),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,3631,201.49
DACHZELT DORF Amrum,54.6280673,8.3672799,POINT (931441.337792793 7290013.607511499),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,3631,220.53
Wohnmobil Stellplatz,54.3025713,8.656640200000002,POINT (963652.7790445822 7227669.214248455),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,194.98
Nanke Ibs-Korupp,54.32395,8.69653,POINT (968093.2912684274 7231748.845387138),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,194.33
Campingplatz Olendiek,54.2832134,8.7808472,POINT (977479.439037542 7223977.033399427),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,182.16
Camping Wesselburenerkoog,54.24728,8.84152,POINT (984233.504238544 7217127.962464544),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,172.55
Camping and RV space Margarethenruh,54.4692941,8.9097147,POINT (991824.9035173442 7259540.774320842),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,198.78
Campingplatz Baasner,54.1548707,8.8263153,POINT (982540.9247768795 7199541.6826884225),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,162.62
Campingplatz Nordseeburg,54.1558709,8.828738099999999,POINT (982810.6296391735 7199731.818954502),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,162.52
Stellplatz am Kapitänshaus - Tönning,54.31080799999999,8.9403951,POINT (995240.2300226782 7229240.7472413),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,173.3
WoMoLand Nordstrand,54.5180208,8.932075300000001,POINT (994314.0741231764 7268880.128534884),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,204.85
Wohnmobilstellplatz Friedrichstadt,54.3718926,9.086755,POINT (1011532.9395632326 7240905.2983262595),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise,1975,172.07
Wohnmobilstellplatz,54.20235999999999,9.113159999999995,POINT (1014472.3307176285 7208574.389977527),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,145.07
Campingpark Schlei-Karschau,54.61989459999999,9.8842487,POINT (1100309.5321580763 7288442.147808298),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise,1975,187.51
Treene-Camp-Horn Inh.Sönke Horn,54.5486059,9.3360388,POINT (1039283.085242245 7274748.009965918),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise,1975,188.12
Waldseehof Ahlefeld - Anke & Wilhelm Wischnewski,54.39466239999999,9.6815337,POINT (1077743.4015819177 7245257.797631295),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,148.0
Naturist Camping on Flemhuder Lake Kiel e.V. (NC Kiel),54.336972,9.958229,POINT (1108544.9814828099 7234234.832496524),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,132.98
Zeltplatz,54.49868559999999,9.615549200000002,POINT (1070398.0406416692 7265172.854981419),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise,1975,169.1
Naturcampingplatz Hellör,54.5366163,9.7325607,POINT (1083423.7012386261 7272447.23025166),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise,1975,173.53
Lake Campsite BUM in focus,54.1823953,9.884013,POINT (1100283.2941540962 7204775.738326974),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,104.15
Camping-Ferienpark Brahmsee Campingplatz,54.21453,9.91795,POINT (1104061.1437131476 7210890.856980888),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,109.88
Campingplatz Neustein,54.4151736,10.2439257,POINT (1140348.5926481285 7249180.628905744),Schleswig-Holstein,Schleswig-Holstein,Plön,Landkreise,1975,150.54
Campingplatz Preetz,54.2285262,10.2864737,POINT (1145085.0143424007 7213555.771340776),Schleswig-Holstein,Schleswig-Holstein,Plön,Landkreise,1975,116.99
Wohnmobilstellplatz Preetz,54.22812069999999,10.2871879,POINT (1145164.518722725 7213478.550335056),Schleswig-Holstein,Schleswig-Holstein,Plön,Landkreise,1975,116.93
Wohnmobilpark Damp,54.5773275,10.015858,POINT (1114960.2124177353 7280262.377721884),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,178.98
Damp Ostseecamping,54.598073,10.024251,POINT (1115894.5169039634 7284247.801959889),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,182.98
Rosenfelder Strand Ostsee Camping,54.2650805,11.0777198,POINT (1233166.1272865643 7220520.073254638),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,169.88
Campingplatz Axel Schwab,54.288478,10.66406,POINT (1187117.7289889168 7224980.991968492),Schleswig-Holstein,Schleswig-Holstein,Plön,Landkreise,1975,144.63
Zeltlager Adlerhorst,54.1612668,10.4797556,POINT (1166601.0570299572 7200757.649346128),Schleswig-Holstein,Schleswig-Holstein,Plön,Landkreise,1975,113.39
Camping at the Schwentine,54.1668136,10.5673823,POINT (1176355.6166538522 7201812.307213447),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,119.27
Campingplatz Jipp,54.3039938,10.6898571,POINT (1189989.44902486 7227940.599712152),Schleswig-Holstein,Schleswig-Holstein,Plön,Landkreise,1975,148.65
Camping Ostsee Katharinenhof,54.4425578,11.2761847,POINT (1255259.1388949023 7254421.003465749),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,209.59
Insel-Camp Fehmarn,54.41263960000001,11.2448706,POINT (1251773.2692282528 7248695.8872316405),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,203.03
Belt-Camping-Fehmarn,54.5288535,11.0921989,POINT (1234777.9333257093 7270957.925264419),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,209.34
Camping-Südstrand,54.4136903,11.250232,POINT (1252370.097546192 7248896.87731201),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,203.59
Ahoi Camp Fehmarn,54.5305572,11.0805625,POINT (1233482.5752030422 7271284.758442949),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,208.85
Camping in Neuhaus,54.28171200000001,12.31255,POINT (1370626.7963667205 7223690.740117221),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,126.68
Meißner’s Sonnencamp GmbH,54.45301200000001,12.558778,POINT (1398036.7719457666 7256422.494495628),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,116.22
Campingplatz An den Stranddünen Wiesner e.K.,54.30453,12.34777,POINT (1374547.4688324595 7228042.898726274),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,124.24
Regenbogen Prerow,54.4545162,12.5484322,POINT (1396885.0827579177 7256710.520598523),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,117.32
OstseeCamp Dierhagen GbR,54.2915567,12.3435802,POINT (1374081.0624299338 7225568.159142132),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,123.91
SB-Markt Campingplatz Meeschendorrf Südstrand,54.41269579999999,11.2500438,POINT (1252349.1472180244 7248706.637688972),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise,1975,203.44
Wellness-Camp Düne 6,54.4375192,12.7071006,POINT (1414547.9682509012 7253456.529351046),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,101.35
"Camping ""Am Freesenbruch"" Zingst",54.440659,12.66045,POINT (1409354.8472137004 7254057.526777325),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,105.76
Campground LVB,54.4404821,12.7271368,POINT (1416778.3878323333 7254023.664655524),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,100.02
"Naturcamp ""Zu den 2 Birken""",54.338714,12.941575,POINT (1440649.5390629594 7234567.45168116),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,69.24
Campingplatz NATURCAMP Pruchten,54.379616,12.6617653,POINT (1409501.2657399408 7242381.373305206),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,98.82
Sund Camp Altefähr,54.3320168,13.1225575,POINT (1460796.418805453 7233288.758811617),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,54.8
Baltic Leisure GmbH,54.198072,12.1504639,POINT (1352583.4542500528 7207758.364318602),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rostock Städte,Kreisfreie Städte,1757,141.05
Camping Bodstedt close to the Baltic Sea,54.37052,12.6164345,POINT (1404455.064166689 7240642.99984314),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise,1757,102.18
DJH Youth Hostel Prora with campsite,54.4508269,13.5697863,POINT (1510581.7010895398 7256004.107658434),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,69.97
Camp Am Wasser,54.60996249999999,13.3795242,POINT (1489401.821000281 7286532.812716939),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,98.12
Campingplatz Am Schaproder Bodden,54.5159773,13.1650245,POINT (1465523.823620971 7268488.231014853),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,84.39
Gästehaus Lietzow u. Störtebeker Camp,54.48421939999999,13.5105573,POINT (1503988.358969345 7262400.295775903),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,74.86
Camping Prora,54.4230933,13.5786654,POINT (1511570.1179802425 7250695.821548324),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,65.15
Dat Stranddörp campsite Lobbe,54.31557369999999,13.718903,POINT (1527181.2962023132 7230150.169452057),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,54.35
KNAUS Camping- und Ferienhauspark Rügen,54.63798730000001,13.3769909,POINT (1489119.8153342542 7291921.465100609),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,103.51
Ferienhof Wolf,54.4484505,13.2614023,POINT (1476252.5512407469 7255549.117453841),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,68.98
Campingpark Rügen des BwSW,54.4213279,13.5883944,POINT (1512653.1453061702 7250358.04083636),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,65.16
Tannhof Karin Parusel,54.48286940000001,13.5761252,POINT (1511287.3442097295 7262141.6078675175),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,76.09
Mobil - Campingplatz ''de Klomp'' stellplatz,54.5148832,13.5391903,POINT (1507175.7699492287 7268278.41520476),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,81.19
Naturerlebniscamp Birkengrund,54.5235193,13.6312357,POINT (1517422.217007092 7269934.715026494),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise,1757,85.26
